pe_ratio,debt_to_equity,roe,revenue_growth,rsi,macd_signal,bollinger_position,volume_ratio,market_cap,sector,news_sentiment,analyst_rating,future_return
20.98,2.93,0.0545,0.0688,26.02,0.5203,0.5368,4.49,6750.3,Healthcare,1.6021,3.6,0.3
6.79,4.88,0.1964,0.0843,72.72,-0.4709,0.9002,0.61,597.84,Energy,1.0461,1.35,0.1476
14.49,2.23,0.0242,0.0343,77.36,-0.5249,0.4862,0.85,3087.29,Energy,-1.6649,3.0,-0.3
12.63,0.87,0.0485,0.0495,92.05,-1.6741,0.5665,3.33,11825.02,Consumer,-1.0097,4.44,-0.0823
7.23,1.41,0.0317,0.0195,58.49,-1.626,0.3822,0.78,119.85,Consumer,-1.2155,2.45,-0.2847
67.7,1.98,0.0008,0.2085,77.94,1.4072,0.62,1.26,541.68,Healthcare,-0.4386,1.26,-0.3
20.23,5.7,0.1317,0.1091,75.31,-3.5194,0.319,2.55,419606.98,Consumer,1.2385,4.12,0.3
2.41,0.71,0.2129,0.4185,25.78,-0.1614,0.3855,0.62,21357.97,Healthcare,-0.8067,3.63,0.0752
14.14,3.39,0.1052,0.1041,31.02,-0.6471,0.9663,0.86,157462.27,Consumer,0.4633,2.87,0.0882
7.17,1.84,-0.0005,-0.0026,47.85,1.1983,0.1113,0.78,45827.31,Consumer,1.1112,4.4,0.3
24.09,2.73,0.1872,0.4806,1.9,-2.85,0.1053,0.47,17818.05,Energy,-2.1653,4.4,-0.2605
6.46,1.55,0.2549,0.142,29.74,0.025,0.0433,2.19,4367.04,Finance,-0.5385,3.8,0.0819
11.11,0.99,0.0683,0.2285,47.39,0.686,0.32,0.75,17368.75,Consumer,-1.5983,4.77,-0.1126
18.25,2.59,0.0817,0.1688,10.81,-3.8095,0.3982,0.65,147256.08,Consumer,-0.6316,2.82,-0.1565
24.35,2.44,0.1613,0.1735,12.63,-2.1487,0.0945,0.8,42238.1,Healthcare,0.4848,3.92,0.1479
4.66,2.95,0.2497,0.1603,46.32,-0.1836,0.5491,1.59,11312.01,Energy,-1.7221,4.32,-0.0859
9.32,1.64,0.0784,-0.0853,73.1,1.0283,0.5833,1.06,5740.52,Energy,0.0054,3.54,0.059
8.33,1.15,0.0134,0.1351,83.37,0.365,0.751,0.67,21952.74,Finance,-1.7631,3.21,-0.3
7.22,0.65,0.1705,-0.1187,54.63,1.1209,0.976,1.23,2795.92,Finance,-1.27,3.93,-0.1365
50.02,2.7,0.1839,0.0538,47.47,-2.1587,0.6194,1.5,21959.36,Finance,1.1993,2.42,-0.051
16.84,2.13,0.1205,-0.0288,38.43,-3.1775,0.1117,0.99,2006.38,Consumer,0.6973,2.47,0.0523
4.44,0.92,0.0753,0.1336,19.29,0.169,0.0885,0.89,3992.44,Healthcare,-1.2731,4.91,0.0
25.39,1.19,0.1996,0.1301,14.66,-2.4587,0.7775,1.66,1037.52,Technology,-0.001,1.48,-0.1878
66.53,1.25,0.1622,0.1522,79.19,-1.7306,0.6503,0.91,3362.61,Healthcare,-0.2331,4.37,-0.2252
27.83,0.68,0.0585,0.1231,46.5,1.8646,0.1619,2.23,2064.3,Energy,0.2738,4.15,0.0709
3.61,1.01,0.1239,-0.011,79.03,0.3782,0.2534,0.68,238907.27,Finance,0.8807,1.22,0.0498
8.27,0.84,0.0119,0.0408,70.41,-1.1363,0.7502,0.68,1354.26,Technology,2.5307,3.81,0.3
33.57,1.29,0.1749,0.2181,19.39,-1.3961,0.5662,0.64,17495.0,Energy,-0.3394,1.38,-0.2947
6.92,1.06,0.099,0.2402,51.03,1.2418,0.585,0.89,1219.55,Finance,1.9973,1.84,0.3
17.38,0.62,0.0851,-0.092,44.4,0.4239,0.21,1.0,8899.87,Technology,-0.8747,4.83,-0.053
22.64,5.55,0.1174,-0.1496,42.39,-2.4291,0.6291,0.52,14469.97,Healthcare,-0.1213,2.45,-0.1668
5.8,3.5,0.1232,-0.029,54.26,-3.8956,0.7706,1.05,199.9,Energy,-0.4865,1.23,-0.2367
11.62,1.03,0.1916,0.2368,98.21,3.7636,0.8853,1.33,495.02,Consumer,-0.434,3.08,0.01
0.91,1.94,0.1673,0.2622,81.29,-2.445,0.7367,0.48,1200.69,Technology,0.2376,1.83,0.0826
5.37,2.12,0.1075,-0.0587,90.37,1.0554,0.5764,0.77,597.96,Technology,0.769,2.71,0.1298
9.95,3.37,0.1811,0.1261,2.96,3.0214,0.6733,1.33,9587.07,Healthcare,0.3598,1.41,-0.0221
4.49,1.01,0.1521,0.3552,14.03,0.2952,0.4851,0.58,13162.94,Healthcare,0.7764,1.38,0.1223
44.97,3.17,0.0859,0.1423,8.48,-1.2009,0.2269,0.85,966.67,Energy,0.6952,3.02,-0.049
3.88,1.19,0.11,0.2932,26.32,-2.8521,0.8822,1.72,10387.9,Consumer,0.3302,2.34,0.098
8.57,0.74,0.1081,0.2298,44.19,-2.88,0.5326,2.45,3469.77,Finance,-0.1125,1.62,-0.0918
13.53,2.55,0.1604,-0.0565,64.21,0.7534,0.5943,1.25,6641.2,Technology,-0.6118,3.32,-0.0973
38.59,3.58,0.0906,0.0515,50.08,2.902,0.9901,0.92,2305.73,Technology,-0.4643,1.25,-0.3
3.86,7.79,0.0888,0.0852,90.32,-0.7909,0.985,0.78,21489.37,Energy,1.3624,4.01,0.3
30.89,0.8,0.2775,0.0956,93.99,-1.1114,0.5863,1.58,213172.83,Finance,-0.5118,1.21,-0.3
12.28,2.51,0.1952,0.2174,16.35,1.395,0.034,1.76,38126.64,Finance,0.5894,4.88,0.3
5.56,1.29,0.0592,0.1413,85.29,-1.3719,0.3961,0.56,131502.57,Finance,1.5265,3.94,0.3
17.63,2.64,0.1657,-0.3604,48.17,0.549,0.9373,1.58,489.97,Energy,0.5298,4.59,0.1863
14.29,0.68,0.1295,-0.1169,45.33,0.0836,0.2883,0.74,2097.67,Technology,0.2555,2.76,0.0195
7.54,0.77,0.1513,-0.2481,78.49,-0.8189,0.9993,0.65,25096.2,Healthcare,1.7451,1.23,0.1735
12.88,1.04,0.131,0.1063,9.31,-0.0311,0.0843,0.93,165477.14,Technology,0.1688,1.92,-0.0435
8.95,1.73,0.2152,0.1161,88.25,3.5263,0.5681,1.64,29758.82,Healthcare,-0.3797,4.88,0.1874
13.34,1.12,0.1476,0.1225,67.09,1.2091,0.5154,1.17,1040.6,Healthcare,1.6606,3.48,0.3
20.69,2.45,0.115,-0.0638,87.53,2.185,0.2554,1.15,3397.13,Energy,-0.3701,1.91,-0.2397
43.33,3.05,0.2034,0.1811,99.45,-1.8374,0.9486,1.19,15784.9,Finance,0.0797,2.93,-0.14
4.53,2.36,0.1387,0.1874,51.8,2.1919,0.6192,1.26,5829.47,Energy,-0.4944,2.27,-0.095
67.12,4.35,0.1297,-0.1083,9.33,1.278,0.2302,0.94,1640.01,Healthcare,-2.1044,2.96,-0.3
2.56,2.12,0.1451,-0.1399,16.65,-2.9992,0.384,1.37,4534.6,Technology,-1.5885,4.35,-0.1383
10.79,0.79,0.1125,0.08,32.36,1.0796,0.7212,0.72,7872.48,Healthcare,-1.0629,1.89,-0.2942
19.5,3.74,0.1207,0.3488,10.36,-1.0265,0.2977,1.38,925.34,Energy,0.0496,2.6,-0.0175
15.25,1.15,0.0731,0.335,81.53,-3.0916,0.8796,1.53,58047.57,Technology,0.1667,2.78,0.0557
7.4,2.85,0.0599,0.1645,29.69,0.2596,0.1657,1.42,3363.61,Finance,0.3547,3.35,0.1526
10.31,4.24,0.0401,-0.0295,97.59,1.0781,0.2645,1.46,7008.28,Energy,-0.6695,1.31,-0.3
8.21,2.17,0.0086,0.213,70.26,0.3032,0.1449,1.26,64222.28,Consumer,-0.7443,1.83,-0.2214
7.6,0.67,0.0496,0.0121,17.34,-0.2183,0.1042,1.8,6310.7,Healthcare,3.1501,2.59,0.3
24.04,0.95,0.1061,-0.0351,47.6,-0.6612,0.3003,0.32,57567.74,Finance,-0.6783,4.24,-0.1065
16.21,3.65,0.1282,-0.2416,46.69,4.9332,0.9992,1.53,1034.42,Finance,0.452,1.75,-0.1046
7.0,1.49,0.0983,0.0954,49.25,-2.3651,0.0943,2.69,19262.43,Technology,1.0998,4.53,0.3
25.02,1.73,-0.0685,-0.0145,53.57,1.7458,0.213,0.73,43418.67,Energy,0.4626,2.36,-0.1409
15.58,2.6,0.246,0.0945,3.12,0.0308,0.2716,0.69,1541.12,Healthcare,-0.2504,2.02,-0.1112
23.34,2.5,0.2069,-0.2649,68.63,-1.7089,0.6191,1.9,5671.79,Consumer,-1.1361,2.64,-0.3
20.16,1.95,0.1557,0.1055,48.72,-0.0968,0.7453,0.63,5911.46,Healthcare,-1.1612,3.21,-0.2475
6.28,1.45,0.2726,-0.2847,79.1,-2.7859,0.7519,0.72,12323.69,Energy,-0.4273,3.94,0.0456
7.78,1.37,0.0418,0.2432,81.53,-1.191,0.0086,1.09,20943.91,Finance,-0.139,2.91,0.0268
22.15,2.76,0.271,0.1583,23.05,-0.0939,0.6519,0.67,1309.74,Consumer,-0.0398,4.27,0.1446
19.85,2.3,0.0428,0.0382,4.84,-3.1022,0.6307,1.55,7186.0,Technology,-0.7215,4.27,-0.0778
11.98,1.41,0.1391,0.1644,70.32,1.0128,0.5177,0.67,195367.24,Energy,-0.4807,1.01,-0.255
13.38,3.16,0.0181,-0.0667,97.78,-1.9275,0.3792,1.2,66686.22,Healthcare,1.3867,4.17,0.3
33.86,1.53,0.1212,0.0909,44.67,-2.9034,0.7974,1.15,39643.71,Energy,-1.0269,2.77,-0.3
7.59,0.99,0.1509,0.1992,25.96,-2.1608,0.3439,2.3,5510.67,Technology,-0.6845,4.87,0.1208
18.87,1.05,0.1076,-0.3841,15.67,4.3519,0.23,1.79,572439.11,Healthcare,-1.3047,4.28,-0.2589
10.36,0.92,0.1771,0.0129,28.74,-3.9561,0.3101,0.77,63552.93,Consumer,2.8602,2.54,0.3
10.24,1.4,0.1279,0.0766,32.79,0.8722,0.4396,0.53,8732.77,Healthcare,-1.9534,3.54,-0.3
29.34,3.46,0.0782,0.0506,42.39,-1.5033,0.2141,1.52,12592.06,Healthcare,-0.3519,1.78,-0.3
23.58,1.02,0.0747,0.2986,65.54,-0.7003,0.6076,0.72,3236.67,Technology,1.8203,2.16,0.254
23.35,1.85,0.1849,-0.0886,27.32,1.2079,0.8842,0.85,17796.26,Healthcare,1.3817,1.81,0.0799
34.62,1.11,0.0677,-0.0132,5.1,1.1096,0.5955,0.59,26533.15,Energy,0.3417,4.0,0.0053
12.39,1.41,0.1932,-0.2074,37.33,-1.3614,0.4467,1.4,33031.47,Finance,0.4904,1.03,-0.1123
21.02,0.67,0.2178,0.3065,85.56,-2.7156,0.7969,0.72,5645.6,Technology,-1.0811,2.63,-0.2173
9.5,1.44,-0.0135,0.0431,49.84,1.2443,0.748,0.98,425.22,Technology,-1.5267,4.35,-0.1913
15.79,1.47,0.2106,0.0142,96.48,1.1048,0.3671,0.99,13142.11,Technology,-0.6559,3.84,-0.0302
10.98,2.28,0.2848,0.0721,50.36,-0.5699,0.6042,1.1,33309.14,Energy,-0.5191,2.69,-0.0684
13.17,1.89,0.1402,0.1754,27.59,0.8839,0.7298,1.39,1144.69,Energy,0.5189,3.53,0.1947
19.61,0.8,0.1679,0.1321,19.33,-0.8917,0.2455,0.89,6757.0,Energy,-0.093,2.73,-0.0382
6.33,3.16,0.203,0.4772,69.45,-1.6541,0.3663,0.69,118531.22,Energy,1.6682,4.38,0.3
64.97,1.87,0.098,0.1481,53.64,0.0079,0.1058,0.39,730.0,Healthcare,0.2619,3.29,-0.2531
5.45,1.86,0.1346,0.0102,60.4,1.0381,0.9877,1.05,4594.11,Technology,-1.6239,3.53,-0.217
4.61,1.64,0.0149,-0.0042,75.51,0.6185,0.0859,0.92,158621.84,Technology,-1.4368,4.95,-0.0759
30.77,1.21,0.1311,0.0211,72.59,1.0183,0.1686,0.7,11108.11,Consumer,-0.3801,4.08,-0.0964
22.95,1.88,0.1598,-0.1453,4.34,-1.5212,0.4798,1.03,2829.84,Finance,-0.7118,2.14,-0.3
20.07,2.19,0.1613,0.086,80.26,3.1638,0.8653,1.53,7989.93,Healthcare,-0.0179,4.09,0.0634
20.14,0.58,0.2052,0.1975,53.27,-0.6848,0.3559,1.74,42270.06,Finance,0.7838,4.71,0.3
12.06,1.19,0.058,-0.012,39.17,-0.2378,0.7686,0.46,5393.71,Healthcare,0.6064,2.18,0.0307
5.94,1.41,0.0774,-0.0411,53.75,-2.6373,0.676,0.83,26773.4,Healthcare,-1.0949,4.27,-0.0774
12.94,1.92,0.2716,0.3074,61.25,-0.3877,0.6387,1.62,12964.63,Healthcare,1.19,1.95,0.2347
7.09,3.37,0.108,-0.134,14.95,1.0645,0.845,2.22,15277.81,Technology,-0.3437,2.74,-0.1047
26.58,1.04,0.136,-0.2302,41.74,1.525,0.0142,0.66,30426.92,Finance,0.0483,3.76,-0.0351
10.83,1.22,0.1146,-0.0929,33.56,3.1239,0.9292,1.99,4493.31,Finance,-0.9019,1.97,-0.2899
6.29,1.21,0.0543,-0.1511,35.04,1.0405,0.8292,0.51,1225.35,Energy,0.4124,1.75,-0.0641
9.42,1.02,0.2499,0.1379,9.13,0.5538,0.9379,1.78,20926.91,Finance,0.3511,2.85,0.1393
16.95,1.34,0.0778,0.0259,15.98,-0.8926,0.7936,0.87,6217.93,Energy,1.4754,4.13,0.3
7.76,2.62,0.0298,0.047,16.18,-1.3235,0.8786,2.18,3306.94,Consumer,-0.6344,3.38,-0.0683
6.31,0.88,0.0839,0.2529,37.32,1.9405,0.2031,0.79,23220.03,Energy,0.0986,3.8,0.1876
14.8,2.13,-0.0401,-0.0237,89.45,1.9021,0.3192,0.86,104265.33,Healthcare,0.3766,3.76,0.0848
14.82,0.59,0.0679,0.1963,20.6,-2.154,0.3152,0.94,5948.2,Technology,0.3075,3.18,0.0653
8.12,1.18,0.0425,0.3067,41.62,1.4462,0.1092,0.46,8241.18,Healthcare,1.2993,2.26,0.2786
8.36,1.35,0.1694,0.0117,31.16,1.3008,0.7296,0.41,762.4,Consumer,-0.7825,2.69,-0.1458
14.67,4.5,0.0661,0.1906,78.74,-2.2276,0.1362,1.29,5190.63,Technology,0.4788,2.52,0.0596
3.82,1.4,0.191,0.0437,5.01,1.0809,0.0525,1.64,12614.23,Consumer,0.5666,1.32,0.0501
3.95,0.44,0.2319,0.2186,19.65,-2.0991,0.7754,1.35,7778.45,Healthcare,-0.3649,4.59,0.2237
6.86,0.5,0.1825,-0.1557,21.06,-4.8586,0.9047,0.53,3927.22,Technology,0.2394,3.57,0.1452
10.27,1.68,0.1028,-0.1668,99.3,-0.3202,0.7641,1.27,34602.57,Consumer,0.1916,4.43,0.1698
15.62,2.38,0.1313,0.0213,57.08,0.5156,0.8254,0.61,9099.87,Energy,0.4505,4.1,0.2039
39.66,2.07,-0.002,-0.0533,13.9,-0.2301,0.5956,1.23,1436336.36,Finance,-0.3181,1.27,-0.3
24.19,1.82,0.1093,0.0025,27.22,5.7342,0.8877,1.76,12276.46,Healthcare,-0.7884,1.87,-0.3
10.72,3.31,0.0512,0.0471,16.78,0.7577,0.4967,1.2,33.35,Energy,0.1659,4.8,0.2099
12.0,1.19,0.1755,0.188,12.46,0.2943,0.9883,2.08,876.5,Consumer,0.6881,2.85,0.1988
5.46,2.82,0.3258,0.0189,79.72,0.8592,0.1034,0.93,23487.85,Consumer,-0.9662,4.25,0.0429
12.0,0.62,0.16,-0.0436,49.58,-0.8826,0.8092,0.9,2238.1,Technology,0.8647,3.3,0.22
9.67,0.96,-0.0393,0.0273,63.12,1.859,0.6414,1.03,2533.96,Energy,0.1782,4.29,0.1363
15.77,0.56,0.0911,-0.0354,33.13,0.722,0.5806,0.51,679.62,Consumer,-0.1362,3.94,0.0259
6.29,1.4,0.1298,-0.0601,55.37,0.6303,0.7258,0.82,3122.96,Technology,-0.0574,2.12,-0.0648
18.46,1.6,0.127,-0.162,25.76,-1.2482,0.8403,0.85,11942.46,Finance,-1.1439,4.96,-0.106
41.52,1.77,0.0615,0.0904,30.8,-3.1287,0.8629,0.87,17530.04,Finance,0.2049,2.96,-0.1613
11.17,1.71,0.1396,-0.0053,65.22,-1.0028,0.1754,1.14,1053.85,Technology,-0.2089,3.34,0.0036
16.8,0.95,0.0206,0.2249,15.04,0.5653,0.197,0.48,40571.14,Energy,0.2643,3.16,0.0636
21.16,1.47,0.0444,-0.1371,61.72,-0.8894,0.0162,0.56,747.89,Technology,-0.148,4.54,0.0123
8.84,0.67,0.1717,-0.0013,85.22,0.5835,0.1318,1.76,19456.03,Technology,-0.5142,2.12,-0.1503
14.57,3.74,0.0387,0.3519,12.04,-0.4647,0.2639,0.37,15900.3,Energy,-1.1207,1.25,-0.3
12.31,1.37,0.1631,-0.0609,89.75,0.8612,0.721,1.36,1250.48,Finance,-1.7291,2.71,-0.3
13.17,1.23,0.0104,0.0445,7.94,-1.9536,0.4758,0.83,985.72,Consumer,-0.3697,4.67,0.0789
6.56,4.28,0.2612,-0.1024,34.89,0.3858,0.7579,1.08,17406.18,Finance,-2.4948,2.76,-0.3
12.42,0.78,0.0581,-0.1223,61.05,-1.2819,0.4865,2.18,2644.49,Energy,-1.431,2.11,-0.3
18.15,0.84,0.1021,0.3121,55.94,-3.0766,0.5556,0.94,5535.86,Healthcare,0.8541,3.47,0.2536
38.9,0.85,0.1464,0.1057,9.64,-0.3303,0.1111,1.37,32037.8,Energy,-0.889,3.95,-0.2423
26.24,1.58,0.0748,0.1001,79.89,3.0726,0.7766,1.03,21126.31,Finance,0.6541,2.85,0.0401
68.21,2.14,0.1315,-0.1744,97.32,-2.9172,0.7581,0.95,1297.39,Finance,0.5566,2.52,-0.3
6.59,2.57,0.166,0.1338,18.12,0.2388,0.3076,0.89,7279.68,Energy,-0.7778,2.46,-0.1442
24.48,7.72,0.1968,0.2536,89.51,1.5952,0.3286,1.42,1249.59,Energy,0.9528,2.69,0.1473
14.11,0.43,0.1833,0.2524,55.68,4.6001,0.2197,0.69,46160.42,Energy,1.3468,4.37,0.3
70.23,2.38,0.1063,0.1802,93.59,-0.9859,0.8138,0.57,175086.2,Finance,-1.4691,2.93,-0.3
6.38,1.18,0.1083,-0.0894,17.61,-1.264,0.747,1.04,1494.89,Technology,0.8893,2.26,0.1347
6.22,1.16,0.3079,0.127,79.2,-2.3334,0.6091,1.1,7613.41,Healthcare,-0.6437,1.73,-0.1427
7.54,1.14,0.196,0.1801,5.98,2.281,0.2388,0.4,50762.95,Technology,-1.5581,2.13,-0.3
2.23,0.96,0.0463,-0.1892,88.32,-1.7348,0.1719,0.99,8505.11,Finance,0.2422,2.85,0.0587
8.0,4.53,0.128,-0.0882,67.42,-0.7412,0.0503,0.54,24909.65,Technology,0.5501,3.19,0.153
6.64,2.73,0.0932,0.2132,37.03,-3.6979,0.0456,1.37,8984.11,Energy,-0.061,3.49,0.1169
13.74,1.67,0.1092,0.2114,19.05,1.7679,0.1871,0.41,978.86,Consumer,1.8088,1.29,0.2218
16.01,3.71,0.0216,-0.1523,81.65,2.3165,0.1005,2.62,10278.92,Energy,0.7451,3.45,0.1111
54.65,0.67,0.087,0.1993,60.32,1.6916,0.5561,0.84,77231.85,Healthcare,-0.0636,2.41,-0.3
26.06,0.74,0.2649,0.0943,36.04,-3.2107,0.3581,0.65,15192.91,Energy,0.1682,2.03,-0.0827
7.68,0.45,0.1663,0.1972,44.38,1.2143,0.4449,0.87,208427.92,Consumer,3.0291,2.32,0.3
5.94,1.08,-0.0793,-0.0152,82.65,-3.3453,0.5941,1.32,234.39,Finance,0.474,4.14,0.1774
18.06,1.82,0.2173,0.1768,33.89,0.1161,0.6591,1.56,17293.65,Technology,1.398,4.21,0.3
4.24,1.75,0.2072,0.2066,8.96,0.4102,0.6482,0.87,2217.16,Energy,0.9594,1.42,0.1648
52.73,1.8,0.0913,0.0273,91.13,0.6204,0.2609,0.49,1406.33,Technology,-1.1485,2.98,-0.3
31.3,0.71,0.1774,0.0827,38.73,1.0693,0.8096,0.55,116872.31,Healthcare,-1.0558,3.12,-0.2931
8.37,2.67,0.0512,-0.0173,34.84,-0.0161,0.9177,1.15,4865.82,Technology,-0.0287,1.12,-0.2044
3.09,1.9,0.0824,0.3277,20.44,-3.9249,0.3159,1.64,4011.46,Healthcare,-0.1073,3.87,0.1964
35.98,2.56,0.2399,0.062,89.74,1.0702,0.0171,1.75,16109.3,Healthcare,0.2997,2.47,-0.107
11.12,0.53,0.0983,-0.0583,21.75,0.1952,0.8992,1.09,109.39,Energy,1.2516,2.67,0.2055
32.79,1.99,-0.0296,-0.0274,63.67,-1.8052,0.9235,1.62,121750.83,Consumer,0.8268,3.44,0.0228
3.4,0.81,0.1149,0.099,88.08,-3.1388,0.0509,2.6,365441.18,Technology,-1.4742,2.88,-0.2396
7.54,1.3,0.1137,0.193,3.49,3.08,0.005,1.81,50525.17,Healthcare,-0.6487,3.99,0.0263
12.23,2.27,0.2159,-0.1204,82.88,2.4626,0.8164,1.59,18471.41,Healthcare,1.6412,3.38,0.3
12.65,1.74,0.1211,0.3571,41.06,1.4119,0.3015,0.67,5254.55,Healthcare,0.6225,1.9,0.0993
8.5,0.99,0.0863,0.1263,65.8,-1.3526,0.9146,1.62,943.48,Finance,-1.5659,4.48,-0.0979
20.05,1.65,0.2036,0.15,37.24,-5.034,0.2167,1.26,88267.53,Technology,-0.1828,1.86,-0.139
5.19,0.66,0.1297,0.0654,69.55,1.5294,0.8612,1.38,50649.43,Technology,-1.8979,3.85,-0.2102
10.87,3.29,0.06,0.0829,25.43,0.7334,0.0686,1.88,19935.0,Healthcare,1.0772,4.17,0.3
13.41,1.46,0.2124,0.0578,2.19,-0.7493,0.2606,1.2,15791.98,Technology,0.5344,3.75,0.2281
18.39,3.23,0.1355,0.2327,94.78,2.2496,0.9731,0.95,14782.29,Technology,-0.1933,2.69,-0.0575
21.53,1.2,0.1202,0.0788,1.64,1.696,0.2312,0.59,2830.27,Finance,-0.0716,4.51,0.0966
4.95,1.2,0.1342,0.1951,82.41,0.3522,0.133,0.86,1205418.85,Healthcare,0.5522,2.31,0.14
3.57,1.04,0.0343,0.0149,16.91,0.0701,0.8571,1.11,4576.79,Technology,1.2453,3.75,0.3
33.86,2.79,0.0778,0.1093,39.22,0.1019,0.1178,1.15,3451.59,Consumer,0.4368,4.51,0.1027
15.89,1.08,0.1203,-0.0406,82.25,1.3599,0.0975,1.13,76207.31,Healthcare,0.7248,1.62,-0.0152
6.69,2.43,0.1044,0.2625,20.59,-1.715,0.3234,1.62,7643.33,Technology,0.3971,3.61,0.2239
42.14,1.31,0.2218,-0.0451,86.57,0.852,0.6353,1.54,7801.03,Finance,1.3785,4.6,0.265
13.36,0.5,0.1374,0.0313,49.78,-1.8412,0.7107,0.97,137192.28,Consumer,1.8155,1.41,0.2085
31.29,1.17,0.1884,0.0328,36.62,2.6731,0.8812,0.65,31483.87,Energy,-0.6591,1.58,-0.3
12.86,0.81,0.1208,0.0269,66.24,1.0643,0.5409,1.21,34851.0,Energy,-0.1919,2.51,-0.0708
63.35,1.68,0.2045,0.1884,34.14,-1.3765,0.3934,3.07,475.6,Consumer,0.0548,4.98,-0.0723
49.61,0.81,0.1518,0.0325,34.73,0.1612,0.3588,1.17,18053.24,Energy,-0.6896,1.9,-0.3
9.98,2.87,0.1211,0.2891,73.35,-1.7076,0.8469,0.86,1084.4,Consumer,-0.3597,2.3,-0.0696
26.5,1.56,0.1189,-0.0428,30.98,3.0082,0.7238,1.31,3261.73,Technology,-0.0732,4.34,0.0195
20.42,1.48,0.0436,0.1054,20.08,3.2458,0.9054,1.35,11513.58,Energy,0.0201,1.52,-0.2186
36.41,2.44,0.1606,-0.0364,80.76,1.3924,0.964,1.34,7537.01,Energy,-0.4172,4.98,-0.0342
5.63,2.94,0.1168,0.1431,80.54,3.1133,0.3001,1.99,29984.52,Consumer,-0.5333,3.96,0.0492
21.09,1.63,0.0798,0.0776,49.76,0.3036,0.5297,1.21,37850.49,Technology,0.0566,4.84,0.1361
28.41,1.04,0.2085,0.0567,52.67,1.527,0.6318,1.94,43970.21,Technology,-0.8065,1.58,-0.3
2.98,0.57,0.02,0.2583,69.61,2.4494,0.1638,1.12,550.92,Healthcare,0.3664,1.93,0.0695
4.73,1.09,0.0862,-0.0182,50.93,-0.0115,0.0533,2.13,913753.87,Healthcare,-1.236,2.48,-0.2616
2.38,1.14,0.2022,0.168,41.7,0.1422,0.8678,1.83,7714.39,Technology,-0.0199,1.2,-0.0529
9.82,1.76,0.1452,-0.0353,99.49,1.8673,0.5355,1.59,91662.32,Consumer,1.6639,1.24,0.1648
21.63,1.34,0.1162,0.0969,14.76,1.293,0.5708,1.48,53.06,Finance,-0.2446,4.62,0.0671
40.52,2.49,0.1401,-0.0993,59.27,-1.5109,0.5549,3.16,4766.38,Finance,0.8895,1.17,-0.213
12.93,1.14,0.1344,-0.0194,88.59,-4.3737,0.755,1.71,436.43,Healthcare,-1.1268,4.0,-0.1249
44.83,1.59,-0.0013,0.0677,68.72,-0.3511,0.1455,0.65,1447.03,Energy,-0.4176,3.87,-0.2448
4.04,3.35,0.0921,0.3522,88.09,-4.1938,0.614,1.13,8965.25,Finance,0.6578,1.29,0.0914
3.12,2.02,0.2493,0.0951,33.63,-1.982,0.4695,0.88,4148.5,Energy,-2.5171,1.75,-0.3
11.65,1.59,0.0673,0.3282,27.2,-1.7486,0.897,2.81,112199.52,Energy,0.6177,2.82,0.1592
16.56,1.15,0.0945,0.113,85.13,-1.1373,0.5196,1.87,278725.86,Technology,-0.0785,3.57,0.0221
11.87,1.13,0.0767,0.0219,39.41,1.6409,0.9429,2.76,1171.84,Finance,-0.3432,4.58,0.0733
2.33,0.99,0.113,0.3109,70.97,2.0754,0.3533,0.68,3054.8,Finance,1.4514,3.11,0.3
11.34,1.19,0.0734,0.1456,14.77,1.0175,0.9669,1.73,1030.52,Energy,-1.4622,4.75,-0.1181
4.29,2.59,0.1589,-0.0164,75.58,1.265,0.8752,0.51,81781.01,Energy,0.3905,1.76,0.0167
20.82,1.44,0.1358,0.1506,54.9,1.3122,0.5843,0.45,11137.66,Technology,0.8325,3.49,0.2057
16.33,0.73,0.1819,0.0361,26.86,-4.9937,0.3537,0.82,8644.36,Consumer,-0.7247,4.38,-0.0112
5.74,4.76,0.0359,-0.2184,49.45,0.0204,0.3759,2.13,15137.54,Finance,-2.0497,1.93,-0.3
8.08,2.0,0.0928,0.2204,69.69,-3.5929,0.7728,0.61,4348.81,Finance,0.2986,4.15,0.2331
5.22,0.71,0.1019,0.2442,1.19,1.0183,0.5806,0.99,1461.27,Technology,0.8315,2.6,0.216
11.59,1.26,0.1565,0.3557,63.75,-4.1862,0.4016,1.81,8974.2,Technology,1.4809,5.0,0.3
26.16,1.76,0.0565,0.1433,54.16,-0.3609,0.6361,1.53,4750.4,Consumer,-1.6287,1.37,-0.3
5.54,4.58,0.1933,0.0427,22.03,1.0955,0.7332,3.03,16220.78,Energy,-0.2709,3.21,0.0576
18.23,0.85,0.2149,0.2052,75.3,-2.2355,0.0229,1.0,309.84,Finance,2.206,4.13,0.3
7.97,2.96,0.0409,0.2075,30.35,1.9234,0.0899,0.8,11763.03,Energy,0.2564,3.7,0.1542
6.46,3.82,0.0807,0.3257,27.69,1.0132,0.0945,0.58,2041.64,Finance,0.2996,3.02,0.1463
11.18,1.13,0.0774,0.0733,47.12,0.7616,0.2319,0.83,10966.6,Technology,0.5842,3.05,0.132
5.32,1.4,0.3306,0.0552,67.61,1.396,0.427,0.58,49522.34,Technology,0.0311,2.62,0.0774
7.82,0.89,0.0856,-0.0273,92.88,-0.7184,0.8036,0.41,2663.79,Technology,-0.2833,2.37,-0.1038
